TF	TF_uniprot	Target	Target_uniprot	Mode of Regulation	References (PMID)
BRCA1	P38398	JAK2	O60674	Unknown	11163768
BRCA1	P38398	KHSRP	Q92945	Repression	21099359
BRCA1	P38398	KRT17	Q04695	Unknown	19882246
BRCA1	P38398	KRT18	P05783	Unknown	15831101
BRCA1	P38398	KRT5	P13647	Unknown	16241993;19882246
BRCA1	P38398	MAD2L1	Q13257	Activation	15563594
BRCA1	P38398	MDC1	Q14676	Unknown	22942284
BRCA1	P38398	MDM2	Q00987	Activation	11256609
BRCA1	P38398	MYC	P01106	Unknown	12032322;12646176
BRCA1	P38398	RNASEL	Q05823	Activation	15940267
BRCA1	P38398	S100A2	P29034	Activation	24556685
BRCA1	P38398	SIRT1	Q96EB6	Activation	18851829;20160719;21407215;9000507
BRCA1	P38398	STAT1	P42224	Activation	17374731
BRCA1	P38398	STAT2	P52630	Activation	17374731
BRCA1	P38398	STAT3	P40763	Unknown	11163768
BRCA1	P38398	TFF1	P04155	Repression	11244506
BRCA1	P38398	TP63	Q9H3D4	Unknown	16241993
BRCA1	P38398	VEGFA	P15692	Activation	16543242
BRCA1	P38398	XPC	Q01831	Unknown	12647291
BRCA2	P51587	DMC1	Q14565	Unknown	17541404
BRCA2	P51587	PSMD3	O43242	Unknown	17563742
BRCA2	P51587	PSMD6	Q15008	Unknown	17563742
BRCA2	P51587	RAD51	Q06609	Unknown	12967658;17515904;19628690;20729859
BRD7	Q9NPI1	BRD2	P25440	Activation	12600283
BRD7	Q9NPI1	BRD3	Q15059	Activation	12600283
BRD7	Q9NPI1	E2F3	O00716	Repression	16475162
BRD7	Q9NPI1	E2F3	O00716	Unknown	15137061
BRIP1	Q9BX63	BARD1	Q99728	Unknown	20451671
BRIP1	Q9BX63	MLH1	P40692	Unknown	24351291
BRPF1	P55201	ING5	Q8WYH8	Unknown	18794358
BRPF1	P55201	MEAF6	Q9HAF1	Unknown	18794358
BTAF1	O14981	DR1	Q01658	Repression	20627952
BTAF1	O14981	TBP	P20226	Repression	20627952
BTAF1	O14981	TBP	P20226	Unknown	14988402;15509807;16858867
BTF3	P20290	ABL2	P42684	Activation	17312387
BTF3	P20290	ATM	Q13315	Activation	17312387
BTF3	P20290	EPHB2	P29323	Activation	17312387
BTF3	P20290	HPSE2	Q8WWQ2	Activation	17312387
BTF3	P20290	MADCAM1	Q13477	Repression	17312387
BTF3	P20290	MRVI1	Q9Y6F6	Repression	17312387
BTF3	P20290	NFKB1	P19838	Repression	17312387
BTF3	P20290	RRAS2	P62070	Repression	17312387
BTF3	P20290	SSPN	Q14714	Repression	17312387
BTG2	P78543	CCND1	P24385	Repression	15870875;16849553
BTG2	P78543	HRAS	P01112	Repression	20197462
BTG2	P78543	KLK3	P07288	Repression	21172304
BTG2	P78543	SPHK1	Q9NYA1	Activation	16516161
CBFA2T3	O75081	TCF12	Q99081	Unknown	18456661
CBFA2T3	O75081	ZNF652	Q9Y2D9	Repression	20116376
CBFB	Q13951	GATA1	P15976	Unknown	8683991
CBFB	Q13951	RUNX1	Q01196	Unknown	24648201
CBFB	Q13951	RUNX2	Q13950	Unknown	24648201
CBFB	Q13951	RUNX3	Q13761	Unknown	24648201
CBX7	O95931	CCNE1	P24864	Repression	22214847
CBX7	O95931	CDH1	P12830	Activation	19706751
CBX8	Q9HC52	CDKN1A	P38936	Repression	23474493
CDC5L	Q99459	PLRG1	O43660	Unknown	11544257
CDCA7L	Q96GN5	MAOB	P27338	Repression	20980443
CDX1	P47902	DSC2	Q02487	Unknown	18819935
CDX1	P47902	IRF2BP2	Q7Z5L9	Unknown	23185413
CDX1	P47902	KRT20	P35900	Unknown	19188603
CDX1	P47902	PCNA	P12004	Activation	11743638
CDX1	P47902	POSTN	Q15063	Unknown	22215184
CDX1	P47902	PPARG	P37231	Activation	19059241
CDX1	P47902	PTGS2	P35354	Activation	21613300
CDX1	P47902	TBP	P20226	Unknown	17158164
CDX2	Q99626	ABCB1	P08183	Unknown	20699370
CDX2	Q99626	ACAT2	Q9BWD1	Activation	16274362
CDX2	Q99626	APC	P25054	Activation	23393221
CDX2	Q99626	APC	P25054	Unknown	24501326
CDX2	Q99626	AXIN2	Q9Y2T1	Activation	23393221
CDX2	Q99626	AXIN2	Q9Y2T1	Unknown	24501326
CDX2	Q99626	CDH17	Q12864	Activation	20568120
CDX2	Q99626	CDH17	Q12864	Unknown	12404231;15732140
CDX2	Q99626	CDKN1A	P38936	Activation	12970742
CDX2	Q99626	CFTR	P13569	Activation	22671145
CDX2	Q99626	DSC2	Q02487	Unknown	18819935
CDX2	Q99626	ELMO3	Q96BJ8	Activation	20127720
CDX2	Q99626	FUT2	Q10981	Activation	22547830
CDX2	Q99626	GSK3B	P49841	Unknown	24501326
CDX2	Q99626	GSPT1	P15170	Unknown	22580340
CDX2	Q99626	GSTP1	P09211	Unknown	22580340
CDX2	Q99626	GUCY2C	P25092	Unknown	11684084
CDX2	Q99626	HEPH	Q9BQS7	Activation	15825077
CDX2	Q99626	IGFBP3	P17936	Repression	17297462
CDX2	Q99626	KLF4	O43474	Activation	11521200
CDX2	Q99626	KLF4	O43474	Unknown	23202735
CDX2	Q99626	LCT	P09848	Activation	9148757
CDX2	Q99626	MEP1A	Q16819	Activation	22326557
CDX2	Q99626	MUC17	Q685J3	Unknown	16737958
CDX2	Q99626	MUC2	Q02817	Activation	12559945
CDX2	Q99626	PTGS2	P35354	Repression	15013430
CDX2	Q99626	REG4	Q9BYZ8	Unknown	23133598
CDX2	Q99626	SLC15A1	P46059	Activation	16616718
CDX2	Q99626	SLC9A2	Q9UBY0	Unknown	11254504
CDX2	Q99626	SP1	P08047	Unknown	22580340
CDX2	Q99626	TFF3	Q07654	Activation	17182120
CDX2	Q99626	UGT1A10	Q9HAW8	Activation	15044625
CDX2	Q99626	UGT1A8	Q9HAW9	Activation	15044625
CDX2	Q99626	UGT2B15	P54855	Unknown	20070244
CDX2	Q99626	UGT2B17	O75795	Unknown	20070244
CDX2	Q99626	VDR	P11473	Unknown	11450701;16604479;16883525;19960008
CEBPA	P49715	AFP	P02771	Unknown	15924879
CEBPA	P49715	ALB	P02768	Unknown	10542249
CEBPA	P49715	BCL2	P10415	Repression	12970736
CEBPA	P49715	CCL2	P13500	Activation	24429361
CEBPA	P49715	CD163	Q86VB7	Unknown	10725797
CEBPA	P49715	CRMP1	Q14194	Unknown	18524846
CEBPA	P49715	CSF1	P09603	Unknown	9632776
CEBPA	P49715	CSF2RA	P15509	Unknown	7565736
CEBPA	P49715	CSF3R	Q99062	Activation	10453008
CEBPA	P49715	CXCR2	P25025	Unknown	18555777
CEBPA	P49715	CYP3A4	P08684	Unknown	15100175
CEBPA	P49715	DEFA1	P59665	Unknown	10706719
CEBPA	P49715	DEFA3	P59666	Unknown	10706719
CEBPA	P49715	ELANE	P08246	Activation	19620402
CEBPA	P49715	ELANE	P08246	Unknown	16247445
CEBPA	P49715	F9	P00740	Activation	8075306
CEBPA	P49715	FN1	P02751	Unknown	1320003
CEBPA	P49715	GAPDH	P04406	Unknown	12842822
CEBPA	P49715	HAMP	P81172	Activation	18671304
CEBPA	P49715	HK3	P52790	Unknown	24584857
CEBPA	P49715	HOMER3	Q9NSC5	Unknown	14645007
CEBPA	P49715	HSD17B11	Q8NBQ5	Activation	21549806
CEBPA	P49715	HSPA4	P34932	Activation	2247079
CEBPA	P49715	ICAM1	P05362	Unknown	9916895
CEBPA	P49715	ID1	P41134	Unknown	22568493
CEBPA	P49715	IGF1	P05019	Activation	7708053
CEBPA	P49715	IGF2	P01344	Unknown	7659086
CEBPA	P49715	IL10	P22301	Unknown	12219016
CEBPA	P49715	IL3	P08700	Unknown	10453008
CEBPA	P49715	IL5	P05113	Unknown	10453008
CEBPA	P49715	IL6	P05231	Unknown	11975924
CEBPA	P49715	INSR	P06213	Activation	8288055
CEBPA	P49715	ITGAX	P20702	Activation	9360988
CEBPA	P49715	LEP	P41159	Activation	21983012
CEBPA	P49715	MAD1L1	Q9Y6D9	Unknown	21345218
CEBPA	P49715	MSR1	P21757	Unknown	9743233
CEBPA	P49715	MYC	P01106	Repression	12032779
CEBPA	P49715	PCK1	P35558	Unknown	12237288
CEBPA	P49715	PCK2	Q16822	Unknown	11042264
CEBPA	P49715	PRL	P01236	Unknown	17187171
CEBPA	P49715	S100A9	P06702	Activation	9706399
CEBPA	P49715	SAA1	P0DJI8	Unknown	12410800
CEBPA	P49715	SERPINC1	P01008	Activation	8910619
CEBPA	P49715	SFTPD	P35247	Activation	11912209
CEBPA	P49715	SLC10A1	Q14973	Unknown	11031103
CEBPA	P49715	SOCS3	O14543	Activation	19332118
CEBPA	P49715	SPI1	P17947	Unknown	24429361
CEBPA	P49715	SPP1	P10451	Activation	14712233
CEBPA	P49715	STAR	P49675	Activation	18583320
CEBPA	P49715	STAT3	P40763	Unknown	24429361
CEBPA	P49715	TLR9	Q9NR96	Unknown	15294971
CEBPA	P49715	VLDLR	P98155	Unknown	10064725
CEBPB	P17676	ABCB1	P08183	Activation	15044620
CEBPB	P17676	ADM	P35318	Activation	9480831
CEBPB	P17676	ADM	P35318	Unknown	12630823
CEBPB	P17676	ALB	P02768	Unknown	10542249
CEBPB	P17676	ASNS	P08243	Unknown	15385533
CEBPB	P17676	BCL2L1	Q07817	Unknown	19043455
CEBPB	P17676	BTS1	BTS1	Unknown	9030974
CEBPB	P17676	CDKN1A	P38936	Activation	15041706
CEBPB	P17676	CR2	P20023	Unknown	19487031
CEBPB	P17676	CRP	P02741	Activation	12667216;23361365
CEBPB	P17676	CSF3R	Q99062	Activation	10453008
CEBPB	P17676	CSH1	CSH1	Unknown	10855690
CEBPB	P17676	CSH2	P0DML3	Unknown	10855690
CEBPB	P17676	CSRP1	P21291	Activation	14522018
CEBPB	P17676	CXCL8	P10145	Activation	15085176;15688424
CEBPB	P17676	CXCL8	P10145	Unknown	11120852
CEBPB	P17676	CYP19A1	P11511	Repression	11994385
CEBPB	P17676	CYP19A1	P11511	Unknown	7635140;8603036
CEBPB	P17676	DAPK1	P53355	Unknown	19521987
CEBPB	P17676	DDIT3	P35638	Unknown	16757577
CEBPB	P17676	F8	P00451	Unknown	10959692
CEBPB	P17676	FASLG	P48023	Unknown	12496392
CEBPB	P17676	FURIN	P09958	Activation	8132667
CEBPB	P17676	GADD45G	O95257	Unknown	11012671
CEBPB	P17676	GDF15	Q99988	Activation	24086573
CEBPB	P17676	GFER	P55789	Repression	20690902
CEBPB	P17676	GFER	P55789	Unknown	20382118
CEBPB	P17676	GNLY	P22749	Unknown	12460196
CEBPB	P17676	HBB	P68871	Unknown	15833715
CEBPB	P17676	HP	P00738	Unknown	11331273
CEBPB	P17676	HSF1	Q00613	Unknown	11801594
CEBPB	P17676	IL10	P22301	Unknown	12493739
CEBPB	P17676	IL13	P35225	Unknown	22981205
CEBPB	P17676	IL1B	P01584	Activation	17386941
CEBPB	P17676	IL1B	P01584	Unknown	10383163;10801783
CEBPB	P17676	IL24	Q13007	Unknown	10942517
CEBPB	P17676	IL3	P08700	Unknown	10453008
CEBPB	P17676	IL4	P05112	Activation	7594540
CEBPB	P17676	IL4	P05112	Unknown	15048722
CEBPB	P17676	IL5	P05113	Unknown	10453008
CEBPB	P17676	IL6	P05231	Activation	10903137;8725624
CEBPB	P17676	IL6	P05231	Unknown	11120852
CEBPB	P17676	INSR	P06213	Activation	8288055
CEBPB	P17676	IRF4	Q15306	Activation	19717648
CEBPB	P17676	MAD1L1	Q9Y6D9	Unknown	21345218
CEBPB	P17676	MMP1	P03956	Unknown	19723873
CEBPB	P17676	OXTR	P30559	Activation	21734268
CEBPB	P17676	PCK2	Q16822	Activation	8093246
CEBPB	P17676	PLAC1	Q9HBJ0	Unknown	19652226
CEBPB	P17676	PRDM1	O75626	Activation	19717648
CEBPB	P17676	PRL	P01236	Unknown	10455153
CEBPB	P17676	PRSS50	Q9UI38	Activation	18462069
CEBPB	P17676	PTGS2	P35354	Activation	16820889;18294142
CEBPB	P17676	PTGS2	P35354	Repression	18820298
CEBPB	P17676	PTGS2	P35354	Unknown	10956548;16699180;17556653;7559624
CEBPB	P17676	PTPN13	Q12923	Unknown	11696979
CEBPB	P17676	S100A9	P06702	Activation	9706399
CEBPB	P17676	SAA1	P0DJI8	Unknown	12410800
CEBPB	P17676	SAA2	P0DJI9	Activation	8244997
CEBPB	P17676	SFTPD	P35247	Activation	11912209
CEBPB	P17676	SLC10A1	Q14973	Unknown	11031103
CEBPB	P17676	SLC19A1	P41440	Activation	15652157
CEBPB	P17676	SLC5A8	Q8N695	Activation	20082847
CEBPB	P17676	STAR	P49675	Activation	18583320
CEBPB	P17676	STAR	P49675	Unknown	10473624;11111087;19150388
CEBPB	P17676	TFF3	Q07654	Unknown	12297725
CEBPB	P17676	TNF	P01375	Unknown	10629048;9566900
CEBPB	P17676	TNFAIP6	P98066	Activation	7876106
CEBPB	P17676	TNFAIP6	P98066	Unknown	7935377
CEBPB	P17676	TOP1	P11387	Unknown	8524227
CEBPB	P17676	XBP1	P17861	Activation	19717648
CEBPD	P49716	C3	P01024	Unknown	8385337
CEBPD	P49716	CASP8	Q14790	Unknown	24810056
CEBPD	P49716	CCL20	P78556	Activation	23028973
CEBPD	P49716	CXCL1	P09341	Activation	23028973
CEBPD	P49716	CYP19A1	P11511	Repression	11994385
CEBPD	P49716	DDIT3	P35638	Activation	20971808
CEBPD	P49716	DDIT3	P35638	Repression	22347430
CEBPD	P49716	GADD45G	O95257	Unknown	11012671
CEBPD	P49716	GAPDH	P04406	Unknown	12842822
CEBPD	P49716	IL23A	Q9NPF7	Activation	23028973
CEBPD	P49716	PDGFRA	P16234	Unknown	11278956
CEBPD	P49716	POU5F1	Q01860	Activation	15284209
CEBPD	P49716	PPARG	P37231	Activation	10649448;18619497;20971808
CEBPD	P49716	PRL	P01236	Unknown	10455153
CEBPD	P49716	PTGS2	P35354	Unknown	7559624
CEBPD	P49716	SOD1	P00441	Activation	20385105
CEBPD	P49716	TNF	P01375	Unknown	10629048
CEBPD	P49716	TNFAIP6	P98066	Activation	23028973
CEBPE	Q15744	CTSG	P08311	Unknown	16019164
CEBPE	Q15744	GATA1	P15976	Repression	12202480
CEBPE	Q15744	LTF	P02788	Unknown	12522000
CEBPE	Q15744	MMP2	P08253	Unknown	19853299
CEBPE	Q15744	MYC	P01106	Repression	12947005
CEBPE	Q15744	PRG2	P13727	Repression	12202480
CEBPE	Q15744	SPI1	P17947	Repression	12202480
CEBPG	P53567	HBB	P68871	Unknown	15833715
CEBPG	P53567	SFTPD	P35247	Activation	11912209
CEBPZ	Q03701	APC	P25054	Activation	15087381
CEBPZ	Q03701	COL11A1	P12107	Repression	12805369
CEBPZ	Q03701	COL1A2	P08123	Unknown	8910550
CEBPZ	Q03701	GZMB	P10144	Unknown	9857074
CEBPZ	Q03701	MLH1	P40692	Repression	11704838
CEBPZ	Q03701	SOX9	P48436	Unknown	15908194
CHD4	Q14839	CD79A	P11912	Repression	23071088
CHD4	Q14839	RNF8	O76064	Unknown	22531782
CHD8	Q9HCK8	BRCA1	P38398	Unknown	16949368
CHD8	Q9HCK8	CCNE2	O96020	Activation	19255092
CHD8	Q9HCK8	HOXA2	O43364	Unknown	20085832
CHD8	Q9HCK8	MYC	P01106	Unknown	16949368
CHD8	Q9HCK8	TYMS	P04818	Unknown	19255092
CIITA	P33076	COL1A1	P02452	Repression	16439692
CIITA	P33076	COL1A2	P08123	Repression	16439692
CIITA	P33076	COL1A2	P08123	Unknown	15247294
CIITA	P33076	CREBBP	Q92793	Unknown	9858618
CIITA	P33076	FASLG	P48023	Unknown	14563113
CIITA	P33076	HLA-A	P04439	Activation	10329350
CIITA	P33076	HLA-B	P01889	Activation	11053628
CIITA	P33076	HLA-C	P10321	Activation	11053628
CIITA	P33076	HLA-DMA		Activation	9300700
CIITA	P33076	HLA-DMA		Unknown	7495736
CIITA	P33076	HLA-DMB	P28068	Activation	9300700;9600954
CIITA	P33076	HLA-DMB	P28068	Unknown	11332992;11889043;7495736
CIITA	P33076	HLA-DOA	P06340	Activation	11823510
CIITA	P33076	HLA-DOB	P13765	Activation	11823510
CIITA	P33076	HLA-DPB1	P04440	Unknown	11889043
CIITA	P33076	HLA-DQB1	P01920	Unknown	11332992
CIITA	P33076	HLA-DRA	P01903	Activation	9600954
CIITA	P33076	HLA-DRA	P01903	Unknown	10886240;11429551;11889043;9300692
CIITA	P33076	HLA-DRB1	P01911	Unknown	10886240
CIITA	P33076	HLA-DRB3	P79483	Unknown	10886240
CIITA	P33076	HLA-DRB4	P13762	Unknown	10886240
CIITA	P33076	HLA-DRB5	Q30154	Unknown	10886240
CIITA	P33076	HLA-F	P30511	Unknown	11137213
CIITA	P33076	HLA-G	P17693	Unknown	11137218
CIITA	P33076	IL4	P05112	Activation	10946277
CIITA	P33076	IL4	P05112	Repression	10946277;17645498
CIITA	P33076	IRF1	P10914	Unknown	12052885;15950283
CIITA	P33076	IRF2	P14316	Unknown	15950283
CIITA	P33076	MMP9	P14780	Repression	15247301
CIITA	P33076	PLXNA1	Q9UIW2	Unknown	15814328
CIITA	P33076	PSMC5	P62195	Activation	22771340
CIITA	P33076	RAB4B	P61018	Unknown	17175541
CIITA	P33076	S100A4	P26447	Repression	17143014
CIITA	P33076	SIRT1	Q96EB6	Repression	22064865
CIITA	P33076	SLC26A3	P40879	Unknown	9300700
CIITA	P33076	STAT1	P42224	Unknown	12052885
CITED2	Q99967	MMP1	P03956	Repression	12960175
CITED2	Q99967	MMP13	P45452	Repression	12960175
CLOCK	O15516	BHLHE40	O14503	Activation	19032342
CLOCK	O15516	BHLHE41	Q9C0J9	Activation	14672706
CLOCK	O15516	CRY1	Q16526	Activation	22750052
CLOCK	O15516	CRY1	Q16526	Unknown	17660446
CLOCK	O15516	CRY2	Q49AN0	Activation	22750052
CLOCK	O15516	CRY2	Q49AN0	Unknown	17660446
CLOCK	O15516	DEC1		Activation	14672706
CLOCK	O15516	KAT5	Q92993	Unknown	18458078
CLOCK	O15516	NAMPT	P43490	Activation	19299583
CLOCK	O15516	NR0B2	Q15466	Activation	20674862
CLOCK	O15516	NR3C1	P04150	Repression	21164265
CLOCK	O15516	PER1	O15534	Activation	17994337;22750052
CLOCK	O15516	PER1	O15534	Unknown	17660446;20551151;21479263
CLOCK	O15516	PER2	O15055	Activation	22750052
CLOCK	O15516	PER2	O15055	Unknown	17660446
CLOCK	O15516	PER3	P56645	Activation	22750052
CLOCK	O15516	STAR	P49675	Activation	17431006
CLOCK	O15516	TPO	P07202	Unknown	22284746
CNBP	P62633	MYC	P01106	Unknown	23774591
CNOT7	Q9UIV1	MSMB	P08118	Unknown	15937477
CNOT7	Q9UIV1	PMP22	Q01453	Unknown	15937477
CNOT8	Q9UFF9	MSMB	P08118	Unknown	15937477
CNOT8	Q9UFF9	PMP22	Q01453	Unknown	15937477
COPS5	Q92905	CDKN1B	P46527	Repression	16951171
COPS5	Q92905	VEGFA	P15692	Activation	12542982
CRABP2	P29373	RARA	P10276	Activation	16166294
CREB1	P16220	ACACA	Q13085	Activation	19842072
CREB1	P16220	ADRA1A	P35348	Unknown	10520459
CREB1	P16220	AQP3	Q92482	Unknown	18495115
CREB1	P16220	AR	P10275	Unknown	15994978;21457548
CREB1	P16220	BCL2	P10415	Activation	17290286
CREB1	P16220	BCL2	P10415	Unknown	10542244;19626458
CREB1	P16220	BCL2L11	O43521	Unknown	20367563
CREB1	P16220	BDKRB1	P46663	Unknown	10842322
CREB1	P16220	BDKRB2	P30411	Unknown	15632413
CREB1	P16220	BDNF	P23560	Activation	11719924
CREB1	P16220	CASP8	Q14790	Activation	18342014
CREB1	P16220	CCK	P06307	Unknown	15030385;15073527
CREB1	P16220	CCL5	P13501	Unknown	11413310
CREB1	P16220	CD4	P01730	Unknown	9765424
CREB1	P16220	CGA	P01215	Unknown	10341006
CREB1	P16220	CRTC1	Q6UUV9	Unknown	17334997
CREB1	P16220	CXCR4	P61073	Unknown	11874984
CREB1	P16220	CYP11A1	P05108	Unknown	11057754
CREB1	P16220	CYP11B1	P15538	Unknown	11196473
CREB1	P16220	CYP11B2	P19099	Unknown	11196473
CREB1	P16220	CYP17A1	P05093	Unknown	2543297
CREB1	P16220	CYP19A1	P11511	Activation	15955695;16740737
CREB1	P16220	ERBB2	P04626	Unknown	10698518
CREB1	P16220	ETV3	P41162	Activation	14754893
CREB1	P16220	FLT1	P17948	Unknown	7499271
CREB1	P16220	FOS	P01100	Unknown	12432566
CREB1	P16220	FOXA1	P55317	Unknown	22577344
CREB1	P16220	GABPA	Q06546	Unknown	10585419
CREB1	P16220	GRPR	P30550	Activation	18483184
CREB1	P16220	GSK3A	P49840	Unknown	11579131
CREB1	P16220	GSK3B	P49841	Unknown	11579131
CREB1	P16220	HLA-DOB	P13765	Unknown	12938212
CREB1	P16220	HLA-DQB1	P01920	Unknown	1324879
CREB1	P16220	HMOX1	P09601	Repression	14523007
CREB1	P16220	HPGD	P15428	Unknown	10650939
CREB1	P16220	IFNG	P01579	Activation	20006311;20685939
CREB1	P16220	IFNG	P01579	Repression	11907114
CREB1	P16220	IFNG	P01579	Unknown	7759501
CREB1	P16220	IL10	P22301	Activation	10540320;22140263
CREB1	P16220	IL10	P22301	Unknown	17202341
CREB1	P16220	IL2	P60568	Unknown	8814256
CREB1	P16220	IL5RA	Q01344	Unknown	9742933
CREB1	P16220	IL6	P05231	Activation	8725624
CREB1	P16220	JUN	P05412	Repression	8647095
CREB1	P16220	JUN	P05412	Unknown	10403485
CREB1	P16220	LAPTM4B	Q86VI4	Unknown	23469012
CREB1	P16220	LYL1	P12980	Activation	23000483
CREB1	P16220	MC2R	Q01718	Activation	17712720
CREB1	P16220	MITF	O75030	Activation	19937254
CREB1	P16220	MMP2	P08253	Unknown	10506168
CREB1	P16220	MSMB	P08118	Unknown	9704017
CREB1	P16220	MUC4	Q99102	Activation	19757157
CREB1	P16220	MUC4	Q99102	Unknown	11418607
CREB1	P16220	MUC5AC	P98088	Activation	18676374
CREB1	P16220	NDC80	O14777	Activation	17822787
CREB1	P16220	NF1	P21359	Unknown	10435592
CREB1	P16220	NMNAT2	Q9BZQ4	Unknown	22027994
CREB1	P16220	NOLC1	Q14978	Activation	21266110
CREB1	P16220	NPY	P01303	Unknown	12967770
CREB1	P16220	NR2F1	P10589	Repression	15955695
CREB1	P16220	NR2F6	P10588	Repression	15955695
CREB1	P16220	NR4A3	Q92570	Unknown	10701778
CREB1	P16220	NR5A2	O00482	Activation	18191017
CREB1	P16220	NRF1	Q16656	Unknown	20587593
CREB1	P16220	NTS	P30990	Unknown	7791794
CREB1	P16220	ODC1	P11926	Unknown	1356108
CREB1	P16220	PCSK1	P29120	Activation	8999965
CREB1	P16220	PLAT	P00750	Repression	8647095
CREB1	P16220	PLAU	P00749	Unknown	11776974
CREB1	P16220	POLD2	P49005	Unknown	10978529
CREB1	P16220	PPM1D	O15297	Unknown	19015127
CREB1	P16220	PPP2CA	P67775	Activation	17526027
CREB1	P16220	PPP2R2B	Q00005	Activation	20533062
CREB1	P16220	PRL	P01236	Unknown	17187171
CREB1	P16220	PSEN1	P49768	Activation	11116137
CREB1	P16220	PTGES	O14684	Unknown	20688046
CREB1	P16220	PTGS2	P35354	Activation	22919060
CREB1	P16220	RP1	P56715	Unknown	11593399
CREB1	P16220	RRM2B	Q7LG56	Unknown	11978967
CREB1	P16220	SLC19A1	P41440	Unknown	11078737
CREB1	P16220	SLC20A1	Q8WUM9	Activation	11722845
CREB1	P16220	SLC22A8	Q8TCC7	Unknown	16809478
CREB1	P16220	SLC39A1	Q9NY26	Unknown	19026724
CREB1	P16220	SMAD6	O43541	Activation	14755548
CREB1	P16220	SNAI1	O95863	Repression	15955695
CREB1	P16220	SNAI2	O43623	Repression	15955695
CREB1	P16220	SOX9	P48436	Unknown	17289023
CREB1	P16220	SPRY2	O43597	Unknown	14644509
CREB1	P16220	STMN1	P16949	Unknown	23000483
CREB1	P16220	TH	P07101	Unknown	11108136
CREB1	P16220	TLR9	Q9NR96	Unknown	15294971
CREB1	P16220	TRH	P20396	Unknown	11134186;9827656
CREB1	P16220	UXT	Q9UBK9	Activation	17761951
CREB1	P16220	VIP	P01282	Unknown	1847391
CREB1	P16220	XPC	Q01831	Unknown	21507255
CREB3	O43889	CXCR4	P61073	Activation	20473547
CREB3L1	Q96BA8	SLC1A4	P43007	Repression	17617614
CREB3L4	Q8TEY5	DNAJC12	Q9UKB3	Unknown	24122553
CREB5	Q02930	ATP6V0E1	O15342	Activation	21132541
CREB5	Q02930	CFB	P00751	Activation	21132541
CREB5	Q02930	DGKG	P49619	Activation	21132541
CREB5	Q02930	DGKG	P49619	Repression	21132541
CREB5	Q02930	LGALS3BP	Q08380	Repression	21132541
CREB5	Q02930	LY96	Q9Y6Y9	Repression	21132541
CREB5	Q02930	MAPKAPK3	Q16644	Activation	21132541
CREB5	Q02930	MX1	P20591	Activation	21132541
CREB5	Q02930	RASGRP3	Q8IV61	Repression	21132541
CREB5	Q02930	RDX	P35241	Repression	21132541
CREB5	Q02930	STAT1	P42224	Repression	21132541
CREB5	Q02930	TGFBR3	Q03167	Activation	21132541
CREB5	Q02930	TNFRSF11B	O00300	Repression	21132541
CREBBP	Q92793	ALOX15	P16050	Activation	12517954
CREBBP	Q92793	BRCA1	P38398	Unknown	23285190
CREBBP	Q92793	CCK	P06307	Unknown	15030385
CREBBP	Q92793	CDKN1A	P38936	Activation	15286705
CREBBP	Q92793	CREB1	P16220	Activation	19564345
CREBBP	Q92793	CSF2	P04141	Unknown	20439113
CREBBP	Q92793	EGFR	P00533	Unknown	21464950
CREBBP	Q92793	EP300	Q09472	Unknown	15154850
CREBBP	Q92793	EZH2	Q15910	Unknown	25088689
CREBBP	Q92793	HINFP	Q9BQA5	Activation	17826007
CREBBP	Q92793	HOXA10	P31260	Activation	16849538
CREBBP	Q92793	HOXA9	P31269	Activation	16849538
CREBBP	Q92793	IL4	P05112	Activation	10946277
CREBBP	Q92793	INSM1	Q01101	Activation	17300785
CREBBP	Q92793	IRF1	P10914	Activation	18497060
CREBBP	Q92793	PCK2	Q16822	Unknown	10085123;11997389
CREBBP	Q92793	PPARA	Q07869	Unknown	10542237
CREBBP	Q92793	PSMC5	P62195	Activation	22771340
CREBBP	Q92793	PTGS2	P35354	Unknown	11278336
CREBBP	Q92793	RAD51	Q06609	Unknown	23285190
CREBBP	Q92793	RARA	P10276	Unknown	21110951
CREBBP	Q92793	RS1	O15537	Unknown	18927113
CREBBP	Q92793	S100A4	P26447	Unknown	17143014
CREBBP	Q92793	TP53	P04637	Unknown	15154850
CREBBP	Q92793	TRIM22	Q8IYM9	Unknown	23670564
CREG1	O75629	HSPA4	P34932	Repression	9710587
CREM	Q03060	ACE	P12821	Activation	8901568
CREM	Q03060	ACR	P10323	Unknown	11500964
CREM	Q03060	FHL5	Q5TD97	Unknown	16687568
CREM	Q03060	CCL4	P13236	Repression	16443828
CREM	Q03060	CCNA1	P78396	Unknown	7760825
CREM	Q03060	CCNA2	P20248	Repression	9280058
CREM	Q03060	CD247	P20963	Repression	16237091
CREM	Q03060	CREB1	P16220	Repression	11988318
CREM	Q03060	DUSP1	P28562	Repression	21325296
CREM	Q03060	DUSP4	Q13115	Repression	21325296
CREM	Q03060	FASLG	P48023	Repression	11754361
CREM	Q03060	FOS	P01100	Repression	21757709
CREM	Q03060	G6PD	P11413	Repression	17273168
CREM	Q03060	GPX4	P36969	Unknown	15225122
CREM	Q03060	IL2	P60568	Repression	15841182
CREM	Q03060	IL2	P60568	Unknown	12370343
CREM	Q03060	IL5RA	Q01344	Unknown	9742933
CREM	Q03060	LDHC	P07864	Unknown	9510963
CREM	Q03060	MC2R	Q01718	Activation	17712720
